source,conditionName,sentence,newTagL1,newTagL2,newTagL3,reviewedTag
MAYO,Salmonella infection,"Typically, people with salmonella infection have no symptoms.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Salmonella infection,"Diarrhea may last up to 10 days, although it may take several months before bowels return to normal.",IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
MAYO,Sarcoidosis,Sarcoidosis sometimes develops gradually and produces symptoms that last for years.,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Sarcoidosis,"However, a few people find their symptoms develop gradually and get worse over time, to the point where they become severely affected",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Sarcoidosis,"Most people with sarcoidosis develop symptoms suddenly, but they usually clear within a few months or years and the condition does not come back",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Sarcoidosis,"A few people find their symptoms develop gradually and get worse over time, to the point where they become severely affected",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Sarcoidosis,For some people the condition slowly gets worse over time and they end up with organ damage,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Sarcoidosis,"However, sarcoidosis may last for years and may cause organ damage.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Sarcoidosis,"For many people with sarcoidosis, symptoms often improve without treatment within a few months or years",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Sarcoidosis,"Most people with sarcoidosis do not need treatment as the condition often goes away on its own, usually within a few months or years.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Sarcoidosis,"There is no cure for sarcoidosis, but most people do very well with no treatment or only modest treatment.",PERMANENT,,,PERMANENT
MAYO,Sarcoidosis,"There's no cure for sarcoidosis, but in many cases, it goes away on its own.",PERMANENT,,,PERMANENT
NHS,Sarcoidosis,There is currently no cure but symptoms can usually be managed with medicine.,PERMANENT,,,PERMANENT
MAYO,Scabies,The burrows or tracks typically appear in folds of skin.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Scabies,"If you've never had scabies, it can take as long as six weeks for signs and symptoms to begin.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Scabies,"Scabies is very infectious, but it can take up to 8 weeks for the rash to appear.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Scarlet fever,Scarlet fever lasts for around a week.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Scarlet fever,make it less likely that you'll pass the infection on to someone else,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Scars,"Most will fade and become paler over time, although they never completely disappear",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,Scars,"Complete scar removal isn't possible, but most scars will gradually fade and become paler over time.",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Scars,"Although scars are permanent, they can fade over a period of up to two years",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Scars,"In some cases – for example, if you have a scar after having an operation or you have a disfiguring skin condition – you may be able to get camouflage make-up on the NHS",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Scars,"Also, unlike keloid scars, hypertrophic scars don't extend beyond the boundary of the original wound, but they may continue to thicken for up to six months.",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Scars,"A minor wound like a cut will usually heal to leave a red, raised line, which will gradually get paler and flatter over time.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Scars,This process can take up to two years,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Scars,Treatment may continue for several months if the scar is improving,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH
NHS,Scars,"To be effective, silicone gels or sheets should be placed over the scar for 12 hours a day for at least three months",IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Scars,They're worn over the scar 24 hours a day for around 6 to 12 months,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR
NHS,Schistosomiasis (bilharzia),"These symptoms, known as acute schistosomiasis, often get better by themselves within a few weeks",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Schistosomiasis (bilharzia),"You often don't have any symptoms when you first become infected with schistosomiasis, but the parasite can remain in the body for many years and cause damage to organs such as the bladder, kidneys and liver.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Schistosomiasis (bilharzia),"Many people with schistosomiasis don't have any symptoms, or don't experience any for several months or even years.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Schizoaffective disorder,Make a plan for what to do if symptoms return.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Schizoaffective disorder,"People with schizoaffective disorder generally respond best to a combination of medications, psychotherapy and life skills training.",PERMANENT,,,PERMANENT
MAYO,Schizoaffective disorder,Long-term treatment can help to manage the symptoms.,PERMANENT,,,PERMANENT
MAYO,Schizoaffective disorder,Treatment can help manage symptoms and improve quality of life.,PERMANENT,,,PERMANENT
MAYO,Schizoid personality disorder,"In normal development, children learn over time to accurately interpret social cues and respond appropriately.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Schizoid personality disorder,"What causes the development of schizoid personality disorder is unknown, although a combination of genetic and environmental factors, particularly in early childhood, may play a role in developing the disorder.",DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,Schizophrenia,"This can be in your own home, in a dedicated crisis residential home or hostel, or in a day care centre",IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Schizophrenia,"Many people recover from schizophrenia, although they may have periods when symptoms return (relapses).",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Schizophrenia,"Antipsychotics can usually reduce feelings of anxiety or aggression within a few hours of use, but may take several days or weeks to reduce other symptoms, such as hallucinations or delusional thoughts.",IMPROVE,MODERATELY,FROM 1 YEAR TO MORE YEAR,IMPROVE MODERATELY FROM 1 YEAR TO MORE YEAR
NHS,Schizophrenia,"However, most people take medication for 1 or 2 years after their first psychotic episode to prevent further acute schizophrenic episodes occurring, and for longer if the illness is recurrent.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Schizophrenia,"There's no sure way to prevent schizophrenia, but sticking with the treatment plan can help prevent relapses or worsening of symptoms.",PERMANENT,,,PERMANENT
NHS,Schizophrenia,There's no single test for schizophrenia,PERMANENT,,,PERMANENT
MAYO,Schizotypal personality disorder,"Temporary psychotic episodes, usually in response to stress",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Schizotypal personality disorder,"Though schizotypal personality disorder is lifelong, some symptoms may improve over time through experiences that help foster — among other positive traits — self-confidence, a belief in one's ability to overcome difficulty and a sense of social support.",PERMANENT,,,PERMANENT
MAYO,Schizotypal personality disorder,Those with schizophrenia generally can't be swayed away from their delusions.,PERMANENT,,,PERMANENT
NHS,Sciatica,These could be symptoms of a serious back problem that needs to be treated in hospital as soon as possible.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Sciatica,Mild sciatica usually goes away over time.,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Sciatica,"A job that requires you to twist your back, carry heavy loads or drive a motor vehicle for long periods might play a role in sciatica, but there's no conclusive evidence of this link.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Sciatica,"Although most people recover fully from sciatica, often without treatment, sciatica can potentially cause permanent nerve damage.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Sciatica,It usually gets better in 4 to 6 weeks but can last longer,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Sciatica,Sciatica usually gets better in 4 to 6 weeks but can sometimes last longer.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Sciatica,"Although resting for a day or so may provide some relief, prolonged inactivity will make your signs and symptoms worse.",IMPROVE,SLOWLY,FROM 5 MINUTE TO 1 DAY,IMPROVE SLOWLY FROM 5 MINUTE TO 1 DAY
NHS,Scleroderma,"tends to get gradually worse over time, although it's generally less severe than diffuse systemic sclerosis and can often be controlled with treatment",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Scleroderma,"symptoms come on suddenly and get worse quickly over the first few years, but then the condition normally settles and the skin may gradually improve",DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Scleroderma,"Some types are relatively mild and may eventually improve on their own, while others can lead to severe and life-threatening problems",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Scleroderma,may improve after a few years and treatment may not be needed,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Scleroderma,"may improve after a few years, although can cause permanent growth problems, such as shortened limbs",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Scleroderma,"In some cases, the skin problems associated with scleroderma fade away on their own in two to five years.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
NHS,Scleroderma,"There's no cure for scleroderma, but most people with the condition can lead a full, productive life",PERMANENT,,,PERMANENT
MAYO,Scleroderma,"Scleroderma affects women more often than men and most commonly occurs between the ages of 30 and 50. While there is no cure for scleroderma, a variety of treatments can ease symptoms and improve quality of life.",PERMANENT,,,PERMANENT
MAYO,Scleroderma,There is no medication that can cure or stop the overproduction of collagen that is characteristic of scleroderma.,PERMANENT,,,PERMANENT
MAYO,Sclerosing mesenteritis,But some people experience no signs and symptoms and may never need treatment.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Scoliosis,"It can affect people of any age, from babies to adults, but most often starts in children aged 10 to 15.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Scoliosis,"Wearing a brace won't cure scoliosis or reverse the curve, but it usually prevents further progression of the curve.",PERMANENT,,,PERMANENT
MAYO,Scrotal masses,"Most cases of testicular cancer can be cured, but follow-up care is necessary to watch for possible recurrences.",PERMANENT,,,PERMANENT
NHS,Scurvy,Most people treated for scurvy feel better within 48 hours and make a full recovery within 2 weeks.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Seasonal affective disorder (SAD),"For some people, these symptoms can be severe and have a significant impact on their day-to-day activities.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Seasonal affective disorder (SAD),"Don't brush off that yearly feeling as simply a case of the ""winter blues"" or a seasonal funk that you have to tough out on your own.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Seasonal affective disorder (SAD),"If you have CBT, you'll have a number of sessions with a specially trained therapist, usually over several weeks or months",IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
NHS,Seasonal affective disorder (SAD),it can take up to 4 to 6 weeks for the medication to take full effect,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Second degree burn,Mild burns or scalds that only affect the uppermost layer of skin (superficial epidermal burns) usually heal in about a week without any scarring.,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,IMPROVE FAST FROM 1 DAY TO 1 WEEK
NHS,Second degree burn,"If your burn or scald is mild and treated at home, it normally heals without the need for further treatment.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Second degree burn,"Minor burns affecting the outer layer of skin and some of the underlying layer of tissue (superficial dermal burns) normally heal in around 14 days, leaving minimal scarring.",IMPROVE,MODERATELY,FROM 1 DAY TO 1 WEEK,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK
NHS,Second degree burn,"More severe and deeper burns can take months or even years to fully heal, and usually leave some visible scarring.",IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR
MAYO,Seizures,"The exam itself is painless, but noisy.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Seizures,An MRI exam lasts between 30 and 90 minutes.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Seizures,Most seizures last from 30 seconds to two minutes.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Seizures,A seizure that lasts longer than five minutes is a medical emergency.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Seizures (fits),the seizure lasts for more than 5 minutes,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Selective serotonin reuptake inhibitors (SSRIs),"A course of treatment usually lasts for at least 6 months, although longer courses are sometimes recommended and some people with recurrent problems may be advised to take them indefinitely.",IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR
NHS,Selective serotonin reuptake inhibitors (SSRIs),SSRIs usually need to be taken for 2 to 4 weeks before the benefit is felt,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
NHS,Selective serotonin reuptake inhibitors (SSRIs),"These can be troublesome at first, but they'll generally improve with time",PERMANENT,,,PERMANENT
NHS,Self-harm,org for a reply within 24 hours,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
MAYO,Self-injurycutting,"Treating self-injury behavior can take time, hard work and your own desire to recover.",IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Separated shoulder,Most people fully recover from a separated shoulder with conservative treatment.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Separated shoulder,Most people enjoy a full recovery after conservative treatment.,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
MAYO,Separated shoulder,A more severe separation might take several weeks to months to heal.,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Separated shoulder,Most people regain full shoulder function within a few weeks after having a separated shoulder.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Separated shoulder,A minor separation usually heals within a few weeks.,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Sepsis,"Most people recover from mild sepsis, but the average mortality rate for septic shock is about 40 percent.",IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
NHS,Septic arthritis,You can make a full recovery with treatment but if left untreated it can be more serious,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,IMPROVE FAST FROM 5 MINUTE TO 1 DAY
NHS,Septic arthritis,you'll probably have to take antibiotic tablets for several weeks after you leave hospital,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH
MAYO,Septic arthritis,"Typically, treatment lasts from two to six weeks.",IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH
MAYO,Severe acute respiratory syndrome (SARS),SARS is a serious illness that can lead to death.,DECLINE,FAST,FROM 1 YEAR TO MORE YEAR,DECLINE FAST FROM 1 YEAR TO MORE YEAR
NHS,Severe head injury,Most people are able to go home within 48 hours,IMPROVE,FAST,FROM 1 YEAR TO MORE YEAR,IMPROVE FAST FROM 1 YEAR TO MORE YEAR
