source,condition,url,fr0,fr1,fr2,fr3,fr4,fr5,fr6,fr7,fr2DET,fr3DET,fr4DET,fr6DET,fr7DET,Sentence,fr0ORI,fr1ORI,fr3ORI,fr4ORI,fr6ORI,fr7ORI,CEsnippet
MAYO,Small vessel disease,,NONE,,,,,,,,,,,,,A dietary supplement that may be helpful for people with small vessel disease is L-arginine,NONE,,,,,,A dietary supplement that may be helpful for people with small vessel disease is L-arginine
MAYO,Small vessel disease,,NONE,,,,,,,,,,,,,Talk to your doctor before adding a supplement to your treatment to ensure that it won't interfere with medications you take.,NONE,,,,,,Talk to your doctor before adding a supplement to your treatment to ensure that it won't interfere with medications you take.
MAYO,Small vessel disease,,NONE,,,,,,,,,,,,,Things you can do that might reduce your risk include:,NONE,,,,,,Things you can do that might reduce your risk include:
MAYO,Small vessel disease,,NONE,,,,,,,,,,,,,Walking 30 minutes a day five days a week can improve your health,NONE,,,,,,Walking 30 minutes a day five days a week can improve your health
MAYO,Smallpox,,PERMANENT,,,,,,,,,,,,,No cure for smallpox exists.,PERMANENT,,,,,,No cure for smallpox exists
MAYO,Smallpox,,PERMANENT,,,,,,,,,,,,,No cure or treatment for smallpox exists.,PERMANENT,,,,,,No cure or treatment for smallpox exists
NHS,Smelly urine,,NONE,,,,,,,,,,,,,do not take more than 10mg of vitamin B6 a day,NONE,,,,,,do not take more than 10mg of vitamin B6 a day
NHS,Smelly urine,,NONE,,,,,,,,,,,,,there's blood in your pee,NONE,,,,,,there's blood in your pee
NHS,Snake bites,,NONE,,,,,,,,,,,,,What happens at the hospital,NONE,,,,,,What happens at the hospital
MAYO,Snoring,,NONE,,,,,,,,,,,,,"Dental visits may be necessary at least once every six months during the first year, and then at least annually after that, to have the fit checked and to assess your oral health",NONE,,,,,,"Dental visits may be necessary at least once every six months during the first year, and then at least annually after that, to have the fit checked and to assess your oral health"
MAYO,Social anxiety disorder,,NONE,,,,,,,,,,,,,"Results tend to be mixed, and in several studies people report no benefits from their use.",,,,,,,"Results tend to be mixed, and in several studies people report no benefits from their use."
NHS,Social care and support guide,,NONE,,,,,,,,,,,,,Care after a hospital stay,NONE,,,,,,Care after a hospital stay
NHS,Social care and support guide,,NONE,,,,,,,,,,,,,"Money, work and benefits",,,,,,,"Money, work and benefits"
MAYO,Soft palate cancer,,NONE,,,,,,,,,,,,,Ways to reduce your risk of soft palate cancer include:,NONE,,,,,,Ways to reduce your risk of soft palate cancer include:
NHS,Soiling (child pooing their pants),,NONE,,,,,,,,,,,,,fewer than 3 poos a week,NONE,,,,,,fewer than 3 poos a week
NHS,Solar keratoses,,NONE,,,,,,,,,,,,,Treatment for actinic keratoses,NONE,,,,,,Treatment for actinic keratoses
MAYO,Solitary fibrous tumor,,NONE,,,,,,,,,,,,,In most cases surgery is the only treatment necessary.,,,,,,,In most cases surgery is the only treatment necessary.
NHS,Sore throat,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,1,WEEK,1,WEEK,They normally get better by themselves within a week,IMPROVE,FAST,7,DAY,7,DAY,They normally get better by themselves within a week
MAYO,Spermatocele,,NONE,,,,,,,,,,,,,Any new mass in your scrotum should be evaluated promptly.,,,,,,,Any new mass in your scrotum should be evaluated promptly.
MAYO,Spider bites,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,ABOUT,1,WEEK,1,WEEK,The bite usually heals on its own in about a week.,IMPROVE,FAST,7,DAY,7,DAY,The bite usually heals on its own in about a week
NHS,Spina bifida,,NONE,,,,,,,,,,,,,The neural tube starts to form in early pregnancy and closes about 4 weeks after conception.,NONE,,,,,,The neural tube starts to form in early pregnancy and closes about 4 weeks after conception.
MAYO,Spinal cord injury,,NONE,,,,,,,,,,,,,"For example, doctors may lower the body temperature significantly — a condition known as hypothermia — for 24 to 48 hours to help prevent damaging inflammation",NONE,,,,,,"For example, doctors may lower the body temperature significantly — a condition known as hypothermia — for 24 to 48 hours to help prevent damaging inflammation"
NHS,Spinal muscular atrophy,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,WORSE OVER TIME,,YEAR,,YEAR,"It's a serious condition that gets worse over time, but there are treatments to help manage the symptoms.",DECLINE,SLOWLY,730.5,DAY,730.5,DAY,"It's a serious condition that gets worse over time, but there are treatments to help manage the symptoms."
NHS,Spinal muscular atrophy,,NONE,,,,,,,,,,,,,"In most cases, a child can only be born with SMA if both of their parents have a faulty gene that causes the condition.",,,,,,,"In most cases, a child can only be born with SMA if both of their parents have a faulty gene that causes the condition."
NHS,Spinal muscular atrophy,,PERMANENT,,,,,,,,,,,,,"It's not currently possible to cure SMA, but research is ongoing to find possible new treatments.",,,,,,,"It's not currently possible to cure SMA, but research is ongoing to find possible new treatments."
NHS,Spinal muscular atrophy,,PERMANENT,,,,,,,,,,,,,"It's not currently possible to cure spinal muscular atrophy (SMA), but research is ongoing to find new treatments.",,,,,,,"It's not currently possible to cure spinal muscular atrophy (SMA), but research is ongoing to find new treatments."
NHS,Spirometry,https://www.nhs.uk/conditions/spirometry/,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,FROM,30,MINUTES,90,MINUTES,"Overall, your appointment should last around 30 to 90 minutes",IMPROVE,FAST,0.021,DAY,0.0625,DAY,last around 30 to 90 minutes
NHS,Spleen problems and spleen removal,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,IN,FEW,WEEK,FEW,WEEK,Recovery usually takes a few weeks,IMPROVE,MODERATELY,21,DAY,21,DAY,Recovery usually takes a few weeks
NHS,Sports injuries,,NONE,,,,,,,,,,,,,You can reduce your risk of getting injured by:,NONE,,,,,,You can reduce your risk of getting injured by:
NHS,Sprains and strains,,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,2,WEEK,2,WEEK,"After 2 weeks, most sprains and strains will feel better.",IMPROVE,FAST,14,DAY,14,DAY,"After 2 weeks, most sprains and strains will feel better."
NHS,Sprains and strains,,NONE,,,,,,,,,,,,,How long it takes for a sprain or strain to heal,NONE,,,,,,How long it takes for a sprain or strain to heal
MAYO,Squamous cell carcinoma of the skin,,NONE,,,,,,,,,,,,,Curettage and electrodessication (C and E).,NONE,,,,,,Curettage and electrodessication (C and E).
MAYO,Stage 4 prostate cancer,,PERMANENT,,,,,,,,,,,,,But stage 4 prostate cancer often can't be cured.,PERMANENT,,,,,,often can't be cured
NHS,Stammering,,NONE,,,,,,,,,,,,,speaking slowly and calmly to your child,,,,,,,speaking slowly and calmly to your child
NHS,Statins,,NONE,,,,,,,,,,,,,Alternatives to statins,NONE,,,,,,Alternatives to statins
NHS,Stem cell and bone marrow transplants,,IMPROVE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,CAN TAKE,1,YEAR,2,YEAR,You'll usually need to stay in hospital for a month or more until the transplant starts to take effect and it can take a year or 2 to fully recover,IMPROVE,SLOWLY,365.25,DAY,730.5,DAY,You'll usually need to stay in hospital for a month or more until the transplant starts to take effect and it can take a year or 2 to fully
NHS,Steroid inhalers,,NONE,,,,,,,,,,,,,"When you stop your treatment, you usually need to reduce your dose gradually.",NONE,,,,,,"When you stop your treatment, you usually need to reduce your dose gradually."
NHS,Steroid tablets,,NONE,,,,,,,,,,,,,Taking steroid tablets for less than 3 weeks is unlikely to cause any significant side effects,NONE,,,,,,Taking steroid tablets for less than 3 weeks is unlikely to cause any significant side effects
MAYO,Stevens-Johnson syndrome,,NONE,,,,,,,,,,,,,"Sepsis is a rapidly progressing, life-threatening condition that can cause shock and organ failure.",,,,,,,"Sepsis is a rapidly progressing, life-threatening condition that can cause shock and organ failure."
MAYO,Stickler syndrome,,PERMANENT,,,,,,,,,,,,,There's no cure for Stickler syndrome.,PERMANENT,,,,,,There's no cure for Stickler syndrome
MAYO,Stomach polyps,,NONE,,,,,,,,,,,,,These polyps might not require treatment,NONE,,,,,,might not require treatment
NHS,Stomach ulcer,,NONE,,,,,,,,,,,,,They're usually prescribed for 4 to 8 weeks,NONE,,,,,,They're usually prescribed for 4 to 8 weeks
NHS,Stomach ulcer,,NONE,,,,,,,,,,,,,This is usually a result of:,NONE,,,,,,This is usually a result of:
NHS,Stop smoking treatments,,NONE,,,,,,,,,,,,,Patches release nicotine slowly,,,,,,,Patches release nicotine slowly
MAYO,Strep throat,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,IN A,1,DAY,2,DAY,"With treatment, you or your child should start feeling better in a day or two.",IMPROVE,FAST,1,DAY,2,DAY,"With treatment, you or your child should start feeling better in a day or two"
MAYO,Stress fractures,,NONE,,,,,,,,,,,,,Resume activity slowly.,,,,,,,Resume activity slowly.
MAYO,Stress fractures,,NONE,,,,,,,,,,,,,Start any new exercise program slowly and progress gradually.,,,,,,,Start any new exercise program slowly and progress gradually.
MAYO,Stress incontinence,,NONE,,,,,,,,,,,,,"High-impact activities, such as running and jumping, over many years",NONE,,,,,,"High-impact activities, such as running and jumping, over many years"
MAYO,Stretch marks,,NONE,,,,,,,,,,,,,Over time they become less noticeable.,,,,,,,Over time they become less noticeable.
MAYO,Stretch marks,,NONE,,,,,,,,,,,,,The best way to reduce the likelihood of getting stretch marks is to maintain a healthy weight,NONE,,,,,,The best way to reduce the likelihood of getting stretch marks is to maintain a healthy weight
NHS,Stroke,,NONE,,,,,,,,,,,,,"As your condition improves, more demanding long-term goals, such as standing or walking, will be set.",NONE,,,,,,"As your condition improves, more demanding long-term goals, such as standing or walking, will be set."
MAYO,Stroke,,NONE,,,,,,,,,,,,,Kara Sands says the most important thing is ...,,,,,,,Kara Sands says the most important thing is ...
MAYO,Stroke,,NONE,,,,,,,,,,,,,Try to have a conversation at least once a day,NONE,,,,,,Try to have a conversation at least once a day
NHS,Stroke,https://www.nhs.uk/conditions/stroke/,PERMANENT,,,,,,,,LONG-TERM,,,,,People who survive a stroke are often left with long-term problems caused by injury to their brain.,PERMANENT,,,,,,long-term problems
MAYO,Stuttering,,NONE,,,,,,,,,,,,,"Participate fully in school, work and social activities",NONE,,,,,,"Participate fully in school, work and social activities"
MAYO,Sty,,NONE,,,,,,,,,,,,,"Until your sty goes away on its own, try to:",,,,,,,"Until your sty goes away on its own, try to:"
NHS,Stye,,NONE,,,,,,,,,,,,,does not get better within a few weeks,NONE,,,,,,does not get better within a few weeks
NHS,Subarachnoid haemorrhage,,NONE,,,,,,,,,,,,,But these changes in the senses are normally temporary and will resolve as the swelling on your brain goes down.,,,,,,,But these changes in the senses are normally temporary and will resolve as the swelling on your brain goes down.
MAYO,Subconjunctival hemorrhage (broken blood vessel in eye),,NONE,,,,,,,,,,,,,"Despite its bloody appearance, a subconjunctival hemorrhage should cause no change in your vision, no discharge from your eye and no pain.",,,,,,,"Despite its bloody appearance, a subconjunctival hemorrhage should cause no change in your vision, no discharge from your eye and no pain."
MAYO,Sudden cardiac arrest,,NONE,,,,,,,,,,,,,Chronic kidney disease,NONE,,,,,,Chronic kidney disease
MAYO,Sudden infant death syndrome (SIDS),,NONE,,,,,,,,,,,,,Breast feeding for at least six months lowers the risk of SIDS,NONE,,,,,,Breast feeding for at least six months lowers the risk of SIDS
MAYO,Sudden infant death syndrome (SIDS),,NONE,,,,,,,,,,,,,Try again another day,NONE,,,,,,Try again another day
MAYO,Suicide and suicidal thoughts,,NONE,,,,,,,,,,,,,Get the treatment you need.,NONE,,,,,,Get the treatment you need.
MAYO,Suicide and suicidal thoughts,,NONE,,,,,,,,,,,,,You may be afraid and feel guilty and helpless,NONE,,,,,,You may be afraid and feel guilty and helpless
MAYO,Sun allergy,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,LESS THAN,1,DAY,2,DAY,Most sun allergy symptoms improve in less than a day or two if you keep the affected skin out of the sun.,IMPROVE,FAST,1,DAY,2,DAY,Most sun allergy symptoms improve in less than a day or two if you keep the affected skin out of the sun
NHS,Sunburn,,IMPROVE,FAST,FROM,1,DAY,TO,1,WEEK,WITHIN,1,WEEK,1,WEEK,It usually gets better within 7 days,IMPROVE,FAST,7,DAY,7,DAY,It usually gets better within 7 days
MAYO,Sunburn,,NONE,,,,,,,,,,,,,But it may take a day or more to know how severe the sunburn is,NONE,,,,,,But it may take a day or more to know how severe the sunburn is
MAYO,Sunburn,,NONE,,,,,,,,,,,,,"So if you stand outside in a particular location and you're testing the sunscreen and it takes you 10 minutes to develop redness to the skin without the product on, but then you apply the product on a different area of skin and it takes 50 minutes for the skin to show redness, then that is an SPF factor of 50 over 10, which equals 5",NONE,,,,,,"""So if you stand outside in a particular location and you're testing the sunscreen and it takes you 10 minutes to develop redness to the skin without the product on, but then you apply the product on a different area of skin and it takes 50 minutes for the skin to show redness, then that is an SPF factor of 50 over 10, which equals 5"
NHS,Supraventricular tachycardia,,IMPROVE,FAST,FROM,5,MINUTE,TO,1,DAY,LAST,FEW,MINUTES,FEW,MINUTES,"If your episodes of SVT only last a few minutes and do not bother you, you may not need treatment.",IMPROVE,IMMEDIATELY,0.0035,DAY,0.0035,DAY,"If your episodes of SVT only last a few minutes and do not bother you, you may not need treatment."
MAYO,Supraventricular tachycardia,,NONE,,,,,,,,,,,,,"Eat a healthy diet that's low in salt and solid fats and rich in fruits, vegetables and whole grains",NONE,,,,,,"Eat a healthy diet that's low in salt and solid fats and rich in fruits, vegetables and whole grains"
MAYO,Supraventricular tachycardia,,NONE,,,,,,,,,,,,,This portable ECG device can be worn for a day or more to record your heart's activity as you go about your routine,NONE,,,,,,This portable ECG device can be worn for a day or more to record your heart's activity as you go about your routine
NHS,Swallowing pills,,NONE,,,,,,,,,,,,,Causes of swallowing problems,NONE,,,,,,Causes of swallowing problems
MAYO,Sweet's syndrome,,NONE,,,,,,,,,,,,,Other health problems.,NONE,,,,,,Other health problems.
MAYO,Swine flu (H1N1 flu),,NONE,,,,,,,,,,,,,Flu symptoms develop about one to three days after you're exposed to the virus.,NONE,,,,,,Flu symptoms develop about one to three days after you're exposed to the virus.
NHS,Swine flu (H1N1),,IMPROVE,MODERATELY,FROM,8,DAY,TO,2,MONTH,WITHIN,1,WEEK,2,WEEK,They're usually mild and pass within 1 to 2 weeks,IMPROVE,FAST,7,DAY,14,DAY,They're usually mild and pass within 1 to 2 weeks
NHS,Swine flu (H1N1),,NONE,,,,,,,,,,,,,"It's often shortened to ""H1N1""",,,,,,,"It's often shortened to ""H1N1"""
NHS,"Swollen ankles, feet and legs (oedema)",,NONE,,,,,,,,,,,,,do not stand or sit for long periods of time,NONE,,,,,,do not stand or sit for long periods of time
NHS,Swollen arms and hands (oedema),,NONE,,,,,,,,,,,,,do not stay in the same position for long periods of time,NONE,,,,,,do not stay in the same position for long periods of time
NHS,Swollen arms and hands (oedema),,NONE,,,,,,,,,,,,,it gets worse,NONE,,,,,,it gets worse
MAYO,Swollen knee,,NONE,,,,,,,,,,,,,"It's most commonly torn during sports that involve sudden stops and changes in direction — such as basketball, soccer, tennis and volleyball.",,,,,,,"It's most commonly torn during sports that involve sudden stops and changes in direction — such as basketball, soccer, tennis and volleyball."
MAYO,Swollen lymph nodes,,NONE,,,,,,,,,,,,,An abscess may require drainage and antibiotic treatment,NONE,,,,,,An abscess may require drainage and antibiotic treatment
MAYO,Syphilis,,NONE,,,,,,,,,,,,,Abstain or be monogamous,NONE,,,,,,Abstain or be monogamous
MAYO,Systemic capillary leak syndrome,,NONE,,,,,,,,,,,,,The frequency of attacks can range from several a year to a single instance in a lifetime,NONE,,,,,,The frequency of attacks can range from several a year to a single instance in a lifetime
MAYO,Systemic mastocytosis,,DECLINE,FAST,FROM,1,DAY,TO,1,WEEK,OVER,FEW,DAYS,FEW,DAYS,"Another type, aggressive systemic mastocytosis, develops rapidly and is often associated with organ damage",DECLINE,FAST,3,DAY,3,DAY,"Another type, aggressive systemic mastocytosis, develops rapidly and is often associated with organ damage"
MAYO,Systemic mastocytosis,,DECLINE,SLOWLY,FROM,1,YEAR,TO,MORE,YEAR,PROGRESSES SLOWY,,YEAR,,YEAR,The most common form — indolent systemic mastocytosis — progresses slowly,DECLINE,SLOWLY,730.5,DAY,730.5,DAY,The most common form — indolent systemic mastocytosis — progresses slowly
